id,color,school_id
2650,green,
2651,green,
2659,lime,82.0
2661,lime,82.0
2662,lime,82.0
2664,lime,251.0
2665,lime,251.0
2666,lime,
2667,lime,
2669,green,
2670,green,
2671,green,
2672,green,
2673,green,
2674,green,
2675,green,251.0
2676,green,171.0
2677,green,15.0
2678,green,
9586,green,
9588,green,
9590,lime,
1726,green,62.0
679,green,162.0
680,green,65.0
2679,green,251.0
2680,green,
2681,green,
2711,green,
3449,green,
3733,green,
3734,green,
3735,green,
3736,green,251.0
3737,green,
3740,green,
3741,lime,251.0
3742,lime,251.0
3747,lime,
3749,green,
3750,green,
3751,green,251.0
2704,green,
2705,green,
2706,green,
9587,green,
9589,lime,
2151,lime,105.0
681,green,76.0
682,green,169.0
683,green,246.0
684,green,133.0
2707,green,
2716,green,
2717,green,
2718,green,
2719,green,
2720,green,
2721,green,
2722,green,
2723,green,
2724,green,
2725,green,
2726,green,251.0
2727,green,
2728,green,
2795,green,164.0
2729,green,
2730,lime,
2731,lime,
2732,lime,
2733,lime,
2734,lime,
2735,lime,
2736,green,
2737,green,
2738,green,
2739,green,
2740,green,
2741,green,251.0
2742,lime,
2743,lime,
2744,lime,
2745,lime,
2746,green,251.0
2747,green,
2748,lime,
2749,lime,
2750,lime,
2751,lime,171.0
2752,lime,171.0
2753,green,293.0
5107,lime,198.0
2462,green,62.0
2495,green,79.0
2465,green,62.0
2755,green,171.0
2756,green,171.0
2757,green,
2758,green,
2759,green,
2760,green,
2761,green,
2762,green,
2764,green,
2765,green,
2767,green,
2768,green,
2769,green,171.0
2770,green,
2771,green,171.0
2772,green,
2773,lime,
2774,lime,
2775,lime,171.0
2776,green,
2777,green,
2778,green,171.0
2779,green,171.0
2780,green,
2781,green,
2782,green,
2804,green,164.0
2784,green,
2785,lime,
2786,lime,
2787,green,
2788,green,
2789,green,
2790,green,
2791,green,171.0
2792,green,171.0
2798,green,164.0
2808,green,164.0
2815,green,272.0
2813,green,272.0
2811,green,164.0
2799,green,164.0
2817,green,272.0
2807,green,164.0
2797,green,164.0
2801,green,164.0
2796,green,164.0
2794,green,164.0
9593,lime,
9594,lime,
9598,green,
9599,green,
9600,green,
9602,green,
2763,green,293.0
2766,green,293.0
2861,green,62.0
2849,lime,24.0
42,green,62.0
907,lime,62.0
1341,lime,62.0
2880,green,62.0
1799,green,62.0
748,green,62.0
2816,green,272.0
2814,green,272.0
2812,green,272.0
2805,green,164.0
2800,green,164.0
2809,green,164.0
2806,green,164.0
2802,green,164.0
2848,green,24.0
2870,green,62.0
2868,lime,62.0
2835,green,272.0
2823,green,272.0
2878,green,62.0
2833,green,272.0
2830,green,272.0
2846,green,24.0
2882,green,62.0
2841,green,24.0
2843,green,24.0
2844,green,24.0
2877,green,62.0
2836,green,272.0
2831,green,272.0
2820,green,272.0
2819,green,272.0
2839,green,272.0
2829,green,272.0
2840,green,24.0
9595,green,
9596,green,
9597,green,
9601,green,
2864,green,62.0
168,lime,62.0
2875,green,62.0
2879,green,62.0
2876,lime,62.0
2873,green,62.0
2874,green,62.0
184,green,62.0
2019,lime,62.0
2847,lime,24.0
2140,green,62.0
524,lime,105.0
1727,green,62.0
2907,green,62.0
2023,green,62.0
523,lime,34.0
2827,green,272.0
2860,green,273.0
2852,green,273.0
2842,green,24.0
2824,green,272.0
2834,green,272.0
2845,green,24.0
2821,green,272.0
2822,green,272.0
2832,green,272.0
2837,green,272.0
2826,green,272.0
2871,green,62.0
2919,green,62.0
2933,green,270.0
2924,green,270.0
2935,green,270.0
2893,green,62.0
2883,green,62.0
2931,green,270.0
2939,green,152.0
2949,green,152.0
2938,green,270.0
2936,green,270.0
2891,green,62.0
2922,green,270.0
2945,green,152.0
2942,green,152.0
2948,green,152.0
2943,green,152.0
2923,green,270.0
2929,green,270.0
9603,lime,
9605,lime,
2851,green,24.0
2850,green,24.0
2258,lime,62.0
2892,green,62.0
2872,green,62.0
2881,green,62.0
2818,lime,272.0
626,lime,62.0
2475,lime,198.0
2355,green,62.0
2957,green,152.0
2884,green,62.0
2885,green,62.0
2944,green,152.0
2955,green,152.0
2886,green,62.0
2894,green,62.0
2927,green,270.0
2951,green,152.0
2890,green,62.0
744,lime,216.0
2956,green,152.0
2940,green,152.0
2901,green,62.0
2928,green,270.0
2950,green,152.0
2926,green,270.0
2934,green,270.0
2952,green,152.0
2889,green,62.0
9604,lime,
2947,green,152.0
2887,green,62.0
2937,green,270.0
2888,green,62.0
2925,green,270.0
2930,green,270.0
2998,green,257.0
2966,green,257.0
2965,green,257.0
3015,green,38.0
2967,green,257.0
2981,green,257.0
2978,green,257.0
2983,green,257.0
2990,green,257.0
2964,green,257.0
2920,green,111.0
2989,green,257.0
2987,green,257.0
2982,green,257.0
2977,green,257.0
2976,green,257.0
2962,green,257.0
2968,green,257.0
2959,green,152.0
2988,green,257.0
2971,green,257.0
2946,green,111.0
2953,lime,152.0
2954,lime,152.0
2963,lime,257.0
2628,green,
2632,green,
2638,green,
2639,green,
2644,green,
2646,lime,
2647,lime,
3446,lime,
3447,lime,
3448,lime,
685,green,249.0
686,green,128.0
687,lime,251.0
688,lime,90.0
689,lime,128.0
690,lime,99999.0
2629,green,
2630,green,
2663,lime,251.0
2999,green,257.0
2960,green,152.0
3007,green,38.0
3004,green,38.0
2986,green,257.0
2969,green,257.0
2973,green,257.0
2991,green,257.0
2979,green,257.0
2996,green,257.0
2997,green,257.0
2984,green,257.0
2993,green,257.0
2972,green,257.0
3017,green,38.0
2975,green,257.0
2974,green,257.0
2980,green,257.0
3000,green,257.0
3001,green,257.0
3005,green,38.0
3008,green,38.0
3009,green,38.0
3013,green,38.0
2970,green,257.0
3010,green,38.0
3011,green,38.0
2961,green,257.0
3014,green,38.0
2994,green,257.0
3016,green,38.0
3018,green,38.0
2995,green,257.0
3023,green,38.0
3024,green,38.0
3025,green,38.0
3026,green,38.0
3027,green,38.0
3028,green,38.0
3030,green,38.0
3031,green,38.0
3020,green,38.0
3032,green,38.0
3034,green,38.0
3035,green,38.0
3036,green,38.0
3037,green,38.0
3038,green,38.0
3039,green,38.0
3040,green,38.0
3041,green,38.0
2958,lime,152.0
3019,lime,38.0
3033,lime,38.0
741,lime,82.0
742,lime,15.0
743,lime,206.0
745,lime,206.0
746,lime,82.0
747,green,179.0
2699,green,
3748,green,251.0
749,green,92.0
750,green,143.0
2700,green,
2708,green,
751,green,36.0
752,green,206.0
753,green,82.0
754,green,143.0
755,green,78.0
756,green,197.0
757,green,197.0
758,green,203.0
759,green,140.0
760,green,99999.0
761,green,197.0
762,lime,251.0
763,lime,206.0
764,lime,150.0
765,lime,75.0
766,lime,143.0
2709,green,
2710,green,251.0
3043,green,38.0
3021,green,38.0
3046,green,38.0
3047,green,38.0
3022,green,38.0
3048,green,38.0
3049,green,38.0
3051,green,38.0
3052,green,38.0
3053,green,38.0
3044,green,38.0
3042,green,274.0
34674,green,256.0
2701,green,
2702,green,
2703,green,
3054,green,38.0
3056,green,38.0
3057,green,38.0
3058,green,38.0
3059,green,38.0
3060,green,38.0
3061,green,38.0
3062,green,38.0
3064,green,38.0
3065,green,38.0
3066,green,38.0
3067,green,38.0
3068,green,38.0
3069,green,38.0
3070,green,38.0
3071,green,38.0
3072,green,38.0
3073,green,38.0
3074,green,38.0
3075,green,38.0
3076,green,38.0
3077,green,38.0
3078,green,38.0
3080,green,38.0
3081,green,38.0
3082,green,38.0
3087,green,38.0
3089,green,38.0
3090,green,38.0
3083,green,38.0
3091,green,38.0
3092,green,38.0
3093,green,38.0
3094,green,38.0
3095,green,38.0
3096,green,38.0
3097,green,38.0
3098,green,38.0
3099,green,38.0
3100,green,38.0
3101,green,38.0
3103,green,38.0
3104,green,38.0
3105,green,38.0
3084,green,38.0
3106,green,38.0
3107,green,38.0
3108,green,38.0
3109,green,38.0
3110,green,38.0
3111,green,38.0
9609,green,
3112,green,38.0
9610,green,
3086,lime,38.0
3113,green,38.0
3114,green,38.0
767,green,51.0
769,green,102.0
770,green,75.0
3115,green,38.0
3116,green,38.0
3117,green,38.0
3118,green,38.0
3120,green,38.0
3121,green,38.0
3122,green,38.0
3085,green,38.0
3124,green,38.0
3125,green,38.0
3126,green,38.0
3128,green,38.0
3129,green,38.0
3130,green,38.0
3131,green,38.0
3132,green,38.0
3133,green,38.0
3134,green,38.0
3135,green,38.0
3136,green,38.0
3138,green,38.0
3139,green,38.0
3140,green,38.0
3141,green,38.0
3142,green,38.0
3143,green,38.0
3144,green,38.0
3148,green,38.0
3150,green,38.0
3151,green,38.0
3152,green,38.0
3153,green,38.0
3197,green,275.0
3154,green,38.0
3156,green,38.0
3157,green,38.0
3158,green,38.0
3160,green,38.0
3161,green,38.0
3206,green,275.0
3162,green,38.0
3163,green,38.0
3164,green,38.0
3165,green,38.0
3167,green,38.0
3168,green,38.0
3166,green,274.0
3203,green,275.0
3190,green,275.0
3169,green,38.0
3171,green,38.0
3172,green,38.0
3174,green,38.0
3175,green,38.0
9611,green,
3123,lime,38.0
2838,green,272.0
2825,green,272.0
2828,green,272.0
3201,green,275.0
3170,green,38.0
3176,green,38.0
3178,green,38.0
3181,green,38.0
3198,green,275.0
3200,green,275.0
3202,green,275.0
3183,green,38.0
3184,green,38.0
3185,green,38.0
3186,green,38.0
3192,green,275.0
3194,green,275.0
3204,green,275.0
3195,green,275.0
3199,green,275.0
3193,green,275.0
3205,green,275.0
3146,green,38.0
3188,green,275.0
3191,green,275.0
3187,green,275.0
3189,green,275.0
3155,green,38.0
3145,green,38.0
3744,lime,251.0
3222,green,276.0
3213,green,223.0
3251,green,276.0
3238,green,276.0
3245,green,276.0
3223,green,276.0
3208,green,223.0
3240,green,276.0
3256,green,276.0
3237,green,276.0
3267,green,254.0
3250,green,276.0
3224,green,276.0
3248,green,276.0
3247,green,276.0
3234,green,276.0
3254,green,276.0
3252,green,276.0
3246,green,276.0
3229,green,276.0
3218,green,223.0
3253,green,276.0
2668,green,293.0
2754,green,293.0
9612,green,194.0
9613,green,184.0
2932,green,270.0
2941,green,152.0
3236,green,276.0
3216,green,223.0
3268,green,254.0
3226,green,276.0
3269,green,254.0
3266,green,254.0
3243,green,276.0
3244,green,276.0
3212,green,223.0
3227,green,276.0
3221,green,223.0
3220,green,223.0
3228,green,276.0
3249,green,276.0
3217,green,223.0
3230,green,276.0
3225,green,276.0
3215,green,223.0
3211,green,223.0
3262,green,254.0
3241,green,276.0
3210,green,223.0
3257,green,276.0
3258,green,276.0
3259,green,276.0
3260,green,276.0
3261,green,276.0
3231,green,276.0
3296,green,254.0
3293,green,254.0
3271,green,254.0
3270,green,254.0
3291,green,254.0
3274,green,254.0
3297,green,254.0
3280,green,254.0
3284,green,254.0
3450,green,
3451,green,
3452,green,
3453,green,
9614,green,205.0
9615,green,40.0
9616,green,176.0
3265,lime,254.0
771,green,75.0
772,green,51.0
773,green,121.0
3759,lime,
3760,lime,
3761,lime,
3762,green,
3763,green,
3765,green,
3766,green,
3767,green,
3768,green,
3770,green,
3772,green,
3774,green,
3775,green,
3776,green,
3851,green,111.0
3845,green,111.0
3847,green,111.0
1856,green,111.0
3848,green,111.0
3849,green,111.0
3850,green,111.0
3852,green,111.0
3853,green,111.0
3854,green,111.0
3855,green,111.0
3856,green,111.0
3857,green,111.0
3858,green,111.0
3859,green,111.0
309,lime,198.0
397,green,198.0
3871,green,111.0
3873,green,111.0
3874,green,111.0
3875,green,111.0
3872,green,111.0
9617,green,47.0
9618,lime,194.0
9619,lime,82.0
774,green,33.0
775,green,35.0
3933,green,64.0
2057,green,64.0
3863,green,111.0
3916,green,64.0
3918,green,64.0
3919,green,64.0
3922,green,64.0
2085,green,64.0
2125,green,111.0
3865,green,111.0
3866,green,111.0
3867,green,111.0
3868,green,111.0
3869,green,111.0
3870,green,111.0
2118,green,111.0
3860,green,111.0
3861,green,111.0
3879,green,111.0
2853,green,273.0
3882,green,111.0
2859,green,273.0
2096,green,111.0
3884,green,111.0
3931,lime,64.0
3932,green,64.0
3934,green,64.0
3935,green,64.0
1057,green,264.0
1058,green,264.0
1059,green,95.0
3885,green,111.0
3887,green,111.0
944,lime,38.0
3889,green,111.0
3890,green,111.0
190,green,111.0
3891,green,111.0
3892,green,111.0
3894,green,111.0
3895,green,111.0
3897,green,111.0
3898,green,111.0
2856,green,273.0
3900,green,111.0
3901,green,111.0
3902,green,111.0
3903,green,111.0
3904,green,111.0
3905,green,111.0
3906,green,111.0
1837,green,111.0
3907,green,111.0
3908,green,111.0
3910,green,111.0
3911,green,111.0
3006,green,274.0
3876,green,111.0
2857,green,273.0
3886,green,111.0
3880,green,111.0
2858,green,273.0
3877,green,111.0
3878,green,111.0
2855,green,273.0
3881,green,111.0
3883,green,111.0
2504,green,111.0
3888,green,111.0
2268,green,111.0
2296,green,111.0
3893,green,111.0
3896,green,111.0
3899,green,111.0
241,lime,111.0
3909,green,111.0
3954,green,64.0
3973,green,287.0
9622,lime,177.0
3955,green,64.0
2854,lime,273.0
1907,green,274.0
3012,green,274.0
3963,green,282.0
776,green,206.0
777,lime,99999.0
714,green,200.0
9666,lime,
3956,green,64.0
3974,green,287.0
118,green,282.0
3971,green,287.0
3968,green,281.0
3943,green,64.0
3972,green,287.0
3937,green,64.0
1836,green,64.0
2171,green,64.0
3969,green,281.0
3946,green,64.0
3947,green,64.0
3952,green,64.0
3953,green,64.0
3939,green,64.0
3967,green,281.0
4020,green,198.0
4007,green,198.0
4022,green,198.0
4008,green,198.0
4009,green,198.0
4025,green,198.0
1494,green,198.0
4016,green,198.0
141,green,62.0
9627,green,86.0
9628,green,78.0
1920,green,64.0
4019,lime,198.0
4028,lime,198.0
3964,green,282.0
3962,green,282.0
3219,green,223.0
3232,green,276.0
4023,green,198.0
4029,green,198.0
4010,green,198.0
4024,green,198.0
2216,green,198.0
148,green,62.0
4017,green,198.0
4013,green,198.0
4027,green,198.0
1457,green,198.0
4014,green,192.0
4015,green,198.0
1757,lime,62.0
4012,green,198.0
4073,green,198.0
4031,green,198.0
901,lime,198.0
908,lime,198.0
4030,green,198.0
1954,green,198.0
2536,green,198.0
9629,lime,117.0
9630,lime,205.0
2223,green,62.0
1463,green,62.0
4026,lime,198.0
9649,green,62.0
4021,lime,198.0
4011,lime,198.0
4069,lime,198.0
4018,green,198.0
4039,green,198.0
4065,green,198.0
4062,green,198.0
3277,green,254.0
3273,green,254.0
3294,green,254.0
9635,green,7.0
3287,green,254.0
798,green,101.0
3272,green,254.0
3286,green,254.0
799,green,252.0
800,green,199.0
820,green,62.0
802,green,194.0
803,green,184.0
804,green,201.0
806,green,200.0
807,green,201.0
3288,green,254.0
3281,green,254.0
3283,green,254.0
4032,green,198.0
4071,green,198.0
952,green,198.0
3289,green,254.0
3276,lime,254.0
4072,lime,198.0
9642,green,
3752,green,
3753,green,
3754,green,
3755,green,
808,green,85.0
809,green,40.0
810,green,193.0
811,green,118.0
3756,lime,
812,green,193.0
9651,green,62.0
813,green,215.0
9685,green,70.0
814,green,51.0
815,green,176.0
816,green,124.0
817,green,194.0
818,green,26.0
819,green,182.0
9686,green,70.0
821,green,176.0
9687,green,146.0
822,green,124.0
823,green,200.0
824,lime,75.0
825,lime,194.0
826,lime,51.0
827,lime,177.0
828,lime,110.0
829,lime,201.0
831,lime,40.0
9688,green,184.0
832,lime,193.0
833,lime,41.0
834,green,205.0
835,green,51.0
9689,green,51.0
9690,green,78.0
9691,green,40.0
9692,green,215.0
9693,green,41.0
9694,green,44.0
9695,green,86.0
9696,green,47.0
9697,green,26.0
9698,green,7.0
9699,lime,47.0
9700,lime,146.0
9701,lime,40.0
9702,lime,41.0
34739,green,93.0
34740,green,93.0
34741,green,93.0
34742,green,93.0
34743,green,93.0
3842,green,111.0
3843,green,111.0
3844,green,111.0
905,lime,198.0
2404,green,198.0
2051,green,198.0
4104,green,198.0
4102,green,198.0
4086,green,198.0
4081,green,198.0
2399,green,198.0
9662,green,
4091,green,198.0
2026,green,198.0
4079,green,198.0
4092,green,198.0
4094,green,198.0
9713,green,62.0
4098,green,198.0
4097,green,198.0
4083,green,198.0
2111,lime,198.0
2047,green,198.0
1,green,198.0
2068,green,198.0
2478,green,198.0
4076,green,198.0
4088,green,198.0
4078,green,198.0
2176,green,198.0
4121,green,198.0
2226,green,198.0
4122,green,198.0
4123,green,198.0
4111,green,198.0
4118,green,198.0
2289,lime,198.0
4110,green,198.0
4119,green,198.0
4136,green,198.0
4108,green,198.0
9643,green,
9644,green,
9645,green,
9711,green,198.0
4070,lime,198.0
4082,green,198.0
4037,green,198.0
4033,green,198.0
4047,green,198.0
4040,green,198.0
4134,green,198.0
2433,green,111.0
3928,green,64.0
801,green,215.0
3862,green,111.0
3929,green,64.0
4124,green,198.0
4114,green,198.0
9646,green,
9653,green,15.0
2403,green,198.0
9654,green,15.0
2009,green,198.0
9459,green,25.0
4115,green,198.0
2284,green,198.0
4135,green,198.0
34896,lime,25.0
4125,green,198.0
1729,green,198.0
4129,green,198.0
4107,green,198.0
4130,green,198.0
2250,green,198.0
4105,green,198.0
2434,lime,198.0
9458,green,254.0
4168,green,63.0
4158,green,63.0
4183,green,63.0
9660,green,
9707,green,62.0
9708,green,62.0
9709,lime,62.0
9712,green,198.0
4112,green,198.0
4127,lime,198.0
4132,lime,198.0
4128,lime,198.0
4106,lime,198.0
4538,green,4.0
4166,green,63.0
4171,green,63.0
4163,green,63.0
4169,green,63.0
4170,green,63.0
4180,green,63.0
4157,green,63.0
4159,green,63.0
4181,green,63.0
4161,green,63.0
4164,green,63.0
4179,green,63.0
9460,green,198.0
4162,green,63.0
4176,green,63.0
4155,green,63.0
4153,green,63.0
4160,green,63.0
4177,green,63.0
4167,green,63.0
4182,green,63.0
4178,green,63.0
4174,green,63.0
4154,green,63.0
4156,green,63.0
4172,green,63.0
4165,green,63.0
4175,green,63.0
4191,green,286.0
4194,green,286.0
4186,green,63.0
4209,green,283.0
4185,green,63.0
4201,green,283.0
4197,green,286.0
1743,green,286.0
1786,green,286.0
4190,green,286.0
4200,green,283.0
4207,green,283.0
4184,green,63.0
4187,green,63.0
4203,green,283.0
4144,green,198.0
4148,green,198.0
851,green,176.0
3966,green,281.0
852,green,194.0
853,green,117.0
854,green,46.0
855,green,200.0
857,green,200.0
858,green,199.0
859,lime,110.0
860,lime,20.0
861,lime,172.0
3970,green,281.0
4198,green,286.0
4211,green,283.0
4202,green,283.0
9467,lime,254.0
4241,green,5.0
4253,green,285.0
4250,green,285.0
4215,green,29.0
4233,green,5.0
4238,green,5.0
4252,green,285.0
4216,green,29.0
4217,green,29.0
4218,green,29.0
4219,green,29.0
4225,green,29.0
4240,green,5.0
1890,lime,5.0
4247,green,5.0
4244,green,5.0
1781,green,5.0
4230,green,5.0
4234,green,5.0
4232,green,5.0
4231,green,5.0
4220,green,29.0
4248,green,5.0
4236,green,5.0
4221,green,29.0
4228,green,272.0
3343,green,135.0
4245,green,5.0
9661,green,
9664,green,
4226,lime,29.0
3976,green,287.0
3977,green,287.0
3978,green,287.0
3975,green,287.0
9663,green,
9665,green,
9714,green,
242,lime,62.0
862,lime,171.0
863,lime,135.0
864,lime,224.0
866,green,260.0
867,green,95.0
868,green,169.0
870,green,87.0
871,green,87.0
872,green,50.0
873,green,37.0
874,green,228.0
5118,green,270.0
878,green,166.0
879,green,35.0
883,green,35.0
881,green,122.0
882,green,190.0
884,green,190.0
885,green,31.0
917,green,190.0
918,green,190.0
919,green,190.0
34777,green,278.0
928,green,176.0
929,green,85.0
930,green,83.0
931,green,199.0
932,green,237.0
933,green,263.0
934,green,99.0
935,green,239.0
936,green,22.0
937,green,176.0
938,green,122.0
939,green,159.0
940,lime,176.0
941,lime,85.0
942,lime,13.0
923,green,62.0
945,green,144.0
947,green,83.0
948,green,99.0
949,green,22.0
950,green,237.0
4249,green,285.0
4222,green,29.0
4251,green,285.0
4237,green,5.0
4235,green,5.0
4229,green,272.0
4243,green,5.0
4283,green,280.0
4273,green,280.0
4274,green,280.0
4275,green,280.0
34897,lime,25.0
4254,green,285.0
4255,green,285.0
4276,green,280.0
4261,green,285.0
4277,green,280.0
4262,green,285.0
4256,green,285.0
4263,green,285.0
4278,green,280.0
1233,green,280.0
4267,green,285.0
4257,green,285.0
4269,green,285.0
4268,green,285.0
9667,green,224.0
9668,lime,90.0
9669,lime,90.0
9670,lime,206.0
2658,,62.0
9465,green,62.0
9715,green,305.0
9718,green,208.0
9719,lime,62.0
4281,lime,280.0
3914,green,64.0
4259,lime,285.0
4279,lime,280.0
3915,green,64.0
3917,green,64.0
3923,green,64.0
3925,green,64.0
3926,green,64.0
3927,green,64.0
3936,green,64.0
951,green,239.0
906,lime,62.0
953,green,176.0
954,green,176.0
955,green,231.0
956,lime,144.0
957,lime,158.0
958,lime,216.0
959,lime,99.0
4264,green,285.0
4271,green,285.0
4258,green,285.0
4272,green,285.0
4265,green,285.0
4284,green,280.0
4285,green,280.0
4266,green,285.0
9464,green,
9671,lime,
9720,green,
9716,green,305.0
9717,green,305.0
9721,green,
4280,lime,280.0
4260,lime,285.0
34898,lime,38.0
4286,lime,280.0
3940,green,64.0
3941,green,64.0
3959,green,282.0
3958,green,282.0
3960,green,282.0
9672,lime,
9673,lime,
4080,green,198.0
4306,green,93.0
4074,green,198.0
4075,green,198.0
4307,green,93.0
2000,green,198.0
4077,green,198.0
4308,green,93.0
4101,green,198.0
4099,green,198.0
81,green,198.0
627,green,198.0
4096,green,198.0
75,green,25.0
4100,green,198.0
4309,green,93.0
4310,green,93.0
4354,green,156.0
4340,green,156.0
4350,green,156.0
4349,green,156.0
9466,green,254.0
4393,green,284.0
4360,green,156.0
4389,green,49.0
4369,green,156.0
9722,green,62.0
138,green,27.0
4090,lime,198.0
4103,lime,198.0
3944,green,64.0
3951,green,64.0
3938,green,64.0
3945,green,64.0
3948,green,64.0
4064,green,198.0
4311,green,93.0
4312,green,93.0
4113,green,198.0
4052,green,198.0
960,lime,239.0
961,lime,181.0
962,lime,1.0
963,lime,215.0
964,lime,184.0
965,lime,129.0
966,lime,124.0
967,lime,92.0
968,lime,51.0
969,lime,46.0
970,green,196.0
904,lime,105.0
1486,green,139.0
4365,green,156.0
4379,green,94.0
4371,green,156.0
4400,green,284.0
4372,green,94.0
4368,green,156.0
4397,green,284.0
4399,green,284.0
4394,green,284.0
4381,green,94.0
4366,green,156.0
4396,green,284.0
4391,green,284.0
4398,green,284.0
4374,green,94.0
4386,green,49.0
4392,green,284.0
4383,green,49.0
4361,green,156.0
4385,green,49.0
4370,green,156.0
4363,green,156.0
4367,green,156.0
4376,green,94.0
4387,green,49.0
4395,green,284.0
4384,green,49.0
4388,green,49.0
4377,green,94.0
9674,green,
9675,green,
9676,green,
9678,green,
9723,green,
4380,green,94.0
4133,lime,198.0
4362,lime,156.0
4390,green,111.0
4382,lime,49.0
4048,green,198.0
4057,green,198.0
4042,green,198.0
4061,green,198.0
4035,green,198.0
4045,green,198.0
4046,green,198.0
4067,green,198.0
55,lime,212.0
18,green,209.0
45,green,97.0
44,green,139.0
35,green,212.0
21,green,249.0
7,green,246.0
10,green,23.0
4,lime,246.0
43,green,100.0
13,lime,97.0
4173,green,63.0
4413,green,30.0
4414,green,30.0
4415,green,30.0
4401,green,284.0
4416,green,30.0
4426,green,192.0
4427,green,30.0
4428,green,30.0
4417,green,30.0
4429,green,30.0
4430,green,30.0
4418,green,30.0
4419,green,30.0
3050,green,38.0
116,green,277.0
4474,green,277.0
4451,green,89.0
4452,green,89.0
4453,green,89.0
4454,green,89.0
4463,green,277.0
4464,green,277.0
4465,green,277.0
4466,green,277.0
4467,green,277.0
4435,green,89.0
4469,green,277.0
4436,green,89.0
4437,green,89.0
4470,green,277.0
4471,green,277.0
4438,green,89.0
4472,green,277.0
4439,green,89.0
9677,green,
9679,green,
9682,green,
9683,green,62.0
9724,green,
9684,green,62.0
4059,green,198.0
4431,lime,30.0
4058,green,198.0
4034,green,198.0
4055,green,198.0
4056,green,198.0
4050,green,198.0
4051,green,198.0
4212,green,29.0
4213,green,29.0
4210,green,283.0
9680,green,
4196,green,286.0
9681,green,
4214,green,29.0
4188,green,63.0
9725,green,
4208,green,283.0
4199,green,283.0
4192,green,286.0
4205,green,283.0
38,lime,139.0
9726,green,
4043,green,198.0
28,green,212.0
16,green,212.0
30,green,199.0
389,green,128.0
34802,green,25.0
4066,green,198.0
26,green,249.0
19,green,243.0
4063,green,198.0
8,green,199.0
4038,green,198.0
5,green,212.0
4189,green,63.0
4053,green,198.0
11,green,139.0
24,green,97.0
14,lime,249.0
32,green,212.0
22,green,212.0
1491,green,246.0
4206,green,283.0
4440,green,89.0
4455,green,89.0
4456,green,89.0
4457,green,89.0
4458,green,89.0
4444,green,89.0
4459,green,89.0
4441,green,89.0
4044,green,198.0
4054,green,198.0
4036,green,198.0
3913,green,64.0
3930,green,64.0
4137,green,198.0
4116,green,198.0
4147,green,198.0
4139,green,198.0
4117,lime,198.0
4138,green,198.0
4143,green,198.0
4145,green,198.0
4149,green,198.0
4150,green,198.0
4142,green,198.0
4151,green,198.0
4152,green,198.0
4246,green,5.0
4239,green,5.0
4223,green,29.0
4224,green,29.0
17,green,139.0
41,green,243.0
3,green,75.0
9,green,139.0
34,green,139.0
12,lime,100.0
37,green,139.0
20,green,249.0
15,lime,139.0
4227,green,29.0
4242,green,5.0
9727,green,
4442,green,89.0
4445,green,89.0
4446,green,89.0
4447,green,89.0
4448,green,89.0
4449,green,89.0
4460,green,89.0
4461,green,89.0
3196,green,89.0
4482,lime,277.0
4443,green,89.0
4473,green,277.0
4450,green,89.0
4462,green,89.0
4500,green,279.0
4481,green,277.0
1826,lime,277.0
1773,lime,277.0
4501,green,279.0
1842,green,277.0
4486,green,277.0
4505,green,279.0
4140,green,198.0
1787,green,279.0
4141,green,198.0
4488,green,277.0
4489,green,277.0
4490,green,277.0
4491,green,277.0
4492,green,277.0
1807,green,277.0
3949,green,64.0
3950,green,64.0
4041,green,198.0
4320,green,93.0
4321,green,93.0
4322,green,93.0
4324,green,93.0
4325,green,93.0
4326,green,93.0
4287,green,93.0
4288,green,93.0
29,green,139.0
52,green,209.0
46,green,249.0
40,lime,139.0
